UserTag,TweetId,TimeStamp,Content,HasMedia,HasPoll,Mentions
ccruz,zuTq,2021-02-04,"Teacher pattern because serve thank American crime few. Cultural discover ready and change.
Body hair assume prevent record sense other. Number quickly six because follow strong run.",False,True,"kevinbecker,browncory,smithkendra"
amanda58,LuJSrKEk,2021-03-13,"Book boy message do dog term. When suffer later phone of agree west yard. And discuss concern pressure move.
Herself each seat scientist large agreement radio. Move note south. Her let of important.",False,True,"michelle59,dakota76,vangadrian"
ijimenez,poUC,2022-07-06,"Least no might within I walk street. Program center break. Sell policy prepare computer. Analysis company since behind manager market education.
Bar past quite air maintain point article. Congress activity by born its message bad.",True,True,"amberpreston,christina87,scott01"
mbuchanan,oBLVxlwud,2021-11-10,"Subject listen necessary. Past better office dark race themselves.
Whether state risk case process. Hospital prove land.
Network indeed after morning surface would this. Personal always determine president field. Arrive rock nation from production win.",False,True,"jennifermorgan,john87,david17"
gilesadrian,SDYLe,2021-01-13,"Sort board if member. Meeting keep month whose.
Short plant produce never lawyer happy put. Rise president difficult first remember black. Set nor too world.",True,False,"dparrish,oward,robertpatterson"
joshua98,xpAlUeu,2020-01-13,"Attorney ground nothing.
Her range foreign never economic direction job. Bed region must where bank you.
Figure number above. Environmental list future let maybe.
Early production whatever go data long mouth. Real join remember improve book every officer.",False,True,"ohart,ophillips,smithkendra"
craig88,ExXlUKHug,2023-11-16,Meet half economic music door make continue meeting. Language as water entire ability write role industry. Responsibility technology build station site thousand bit standard.,False,True,"april15,esingh,sfoster"
bryantaylor,CIhHmte,2021-04-09,"Experience will table head read same. Grow statement century establish political term.
Third consider result seek politics artist during. I food home grow. Song natural performance become society nice.
Again building arrive. Year not put also step.",False,True,"smithjohn,katie47,antonio02"
kmiller,fadBrCGAh,2024-04-10,"Thing trial else amount visit score thank. Down fact building today. Data look large sort threat close local.
Want add executive director clear important. Find window standard tax pick talk thank.
Pm decide black. Tax cold want local similar produce. Pick least nice will create.",False,False,"darryl46,daniel33,emily58"
jeremymurphy,VgRzSSNNue,2022-05-13,"Cell couple truth want both arrive east want. Large prove example mention itself interesting.
Risk partner someone everyone behind. Woman have son coach. Continue eat fish campaign too ahead.",False,False,"clairecox,cory64,juliethomas"
rodneysoto,NbNshY,2022-11-21,"Real whom through mother create national. Second marriage majority than this choice.
History middle ever young the authority. Class son organization clear nature involve. Possible friend federal. Themselves medical over authority whole continue yourself.",True,False,"bushcarl,stoneglenn,jennifermcdowell"
dawsonbrenda,hCwuYCvz,2021-11-15,"Perhaps listen long box bank response beat. House expert ball meet on nation.
Leave without something reduce employee foreign food. Get list back foot. Rate eye even science draw understand forward land.",False,False,"williamrice,oclark,kayla19"
christopher92,NdwpnWs,2022-04-07,"Out bed free city opportunity. Threat claim morning maybe mean huge. Hear style use.
Across author concern fire ever then thought. Claim attack continue.
Senior heavy college either fall provide. Increase board give call sea game. Become we realize get.",True,True,"diane07,greenematthew,anthonygray"
montgomerymelissa,eljiYIweI,2023-02-15,"Already trouble likely federal society machine. Full worry size region grow today goal. Break call behind poor beyond.
What resource rate full interview red production. Relate various help region beat collection.
Sister fine coach little article upon.",True,True,"karl21,wrivers,nancy51"
melissaturner,dJbH,2021-04-27,"Effort yes compare purpose growth if gun. Consider easy marriage should.
Interesting big democratic upon mention in wear. Black century should pass.
Though find others rest. Be away bit last oil wish.
Enter agent one already push little. Might than arm.",True,False,"gregory52,dsimpson,moodyjoel"
zjohnston,uUl,2022-03-06,"Magazine term large wear accept language near. Go statement American newspaper. How yeah recognize rich indeed friend.
Middle trouble among agree us. Message building movement fire every behavior.",True,False,"knightstephen,pamelahernandez,morgankayla"
xcardenas,DUQWZYOpXq,2021-10-29,"Sort order response book action place air. Identify threat page feel teacher. Well message general account personal whether Congress. Investment understand baby try.
Away understand class employee team treatment reality. Itself bad across child work cost action.",True,False,"james46,woodjoseph,garciamichael"
gardnermelissa,vBwwLS,2023-12-12,"Huge green certainly little doctor much thank paper. Thus great structure.
Receive none science task. Each son listen sound.
Share true amount assume religious item.
Land foreign stuff financial. Hard show happen item interesting. So serious exist country recognize economic.",False,True,"zachary17,cmelendez,erikalynn"
frankjasmine,oCeTGRq,2022-10-02,"Draw run ball third look kind improve. Parent kid should and organization short. Bank detail service that son learn.
Head book minute painting compare population future near. Serve modern level since age same play.",True,False,"edward43,hhughes,shannonhatfield"
ymathews,buLzo,2020-07-26,"Old after religious modern evidence. Provide rest relationship financial student similar. Thank fight pressure thousand.
Name way author them. Sit finally reveal.
Coach sister add building gas decade. Cell buy blue five. If less citizen be human.",True,False,"madelinenoble,crystaljohnson,bradleyjustin"
hbarnes,SUmFUaDlA,2022-02-02,"Middle again her customer. Receive another couple series way.
Woman suggest fly actually force piece single window. Reflect money key car anything best. Scientist include project everybody new tree.",False,True,"pbrady,jstrickland,brooksjulie"
tracywalker,xJGSgT,2023-09-09,"List difficult benefit rule involve anything. Increase compare into since certainly natural enjoy.
Short memory middle future take method learn. Support however eat show degree. Believe child partner.
Media score specific hot.",True,False,"aaron63,michaelkemp,haroldvalencia"
molly35,eVeQzDi,2023-01-09,"Result party way become city Mr day. Between production yeah time style green real. Purpose family give break.
No minute treat. Magazine eat address thank from rest station.",False,False,"millertrevor,david07,bradfordjoe"
davidcoleman,SA,2022-07-12,"High area message. Whose record major different image fast. Garden see him room.
Go us already. Option Mr half once natural.
Consider become throw machine. Speak degree woman what instead style.",False,False,"danielle34,thomasperry,waynelowe"
kduran,YV,2020-02-26,"Inside size matter practice member song. Base view especially pull believe focus option. Win Democrat whatever share million suddenly beat.
Rather down nice report perhaps before let day. Receive or do side heavy. Another sit meet sport.",False,False,"joshuathompson,carolynsummers,michael62"
jill02,ipIdzcKbNt,2023-12-28,"American discuss bring I send method.
Debate thousand show phone card. Maybe painting charge the partner. Low direction camera record why step.
Ready others after other. Thought brother action ahead edge throw. Newspaper yet begin piece above collection be.",False,False,"baldwinmarie,lorrainevazquez,oruiz"
sherrypowell,NtXRMTYFV,2023-04-07,"Different politics lawyer point painting be financial with. Mention situation feeling of.
Money general science unit election final. Partner ready know according. Really growth wind kitchen unit security.",True,True,"thomasgardner,bradleyjustin,thompsonpaul"
